openbareruimte;huisnummer;huisletter;huisnummertoevoeging;postcode;woonplaats;gemeente;provincie;nummeraanduiding;verblijfsobjectgebruiksdoel;oppervlakteverblijfsobject;verblijfsobjectstatus;object_id;object_type;nevenadres;pandid;pandstatus;pandbouwjaar;x;y;lon;lat
Zwanenburgwal;194;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;48;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121742;486840;489.888.124.877.659;523.684.336.753.848
Zwanenburgwal;196;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;47;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121742;486840;489.888.124.877.659;523.684.336.753.848
Zwanenburgwal;198;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121744;486844;489.891.021.781.277;523.684.697.457.129
Zwanenburgwal;200;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121742;486840;489.888.124.877.659;523.684.336.753.848
Zwanenburgwal;202;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121744;486844;489.891.021.781.277;523.684.697.457.129
Zwanenburgwal;204;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121741;486840;489.886.656.641.289;52.368.433.614.828
Zwanenburgwal;206;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;1054;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1972;121734;486832;489.876.458.148.679;523.683.612.924.402
Zwanenburgwal;216;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;Ligplaats;0;Plaats aangewezen;3,6302E+14;LIG;f;;;;121.745.961.418.554;486.820.676.511.512;489.894.132.317.623;523.682.602.491.675
Zwanenburgwal;218;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121730;486822;489.870.684.176.696;523.682.711.770.939
Zwanenburgwal;220;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121730;486822;489.870.684.176.696;523.682.711.770.939
Zwanenburgwal;222;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;78;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121726;486825;489.864.781.560.224;52.368.297.896.685
Zwanenburgwal;224;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121730;486822;489.870.684.176.696;523.682.711.770.939
Zwanenburgwal;226;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;40;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121727;486824;489.866.259.689.323;523.682.889.699.638
Zwanenburgwal;228;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;95;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121730;486822;489.870.684.176.696;523.682.711.770.939
Zwanenburgwal;230;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;76;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121727;486824;489.866.259.689.323;523.682.889.699.638
Zwanenburgwal;232;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;162;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121715;486805;489.848.829.026.061;523.681.174.840.425
Zwanenburgwal;234;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;46;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121715;486805;489.848.829.026.061;523.681.174.840.425
Zwanenburgwal;236;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;55;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121715;486805;489.848.829.026.061;523.681.174.840.425
Zwanenburgwal;238;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;124;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121715;486804;4.898.488.389.268;523.681.084.967.373
Zwanenburgwal;242;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;Ligplaats;0;Plaats aangewezen;3,6302E+14;LIG;f;;;;121.720.968.065.831;486.785.626.356.739;489.857.783.272.747;523.679.437.288.516
Zwanenburgwal;244;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;124;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121708;486798;489.838.620.764.986;523.680.541.486.309
Zwanenburgwal;248;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;52;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121709;486799;489.840.079.086.212;523.680.631.965.523
Zwanenburgwal;250;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;53;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121708;486798;489.838.620.764.986;523.680.541.486.309
Zwanenburgwal;252;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121706;486793;489.835.733.834.432;523.680.090.908.671
Zwanenburgwal;254;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;51;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121706;486793;489.835.733.834.432;523.680.090.908.671
Zwanenburgwal;256;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;51;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121706;486793;489.835.733.834.432;523.680.090.908.671
Zwanenburgwal;258;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;71;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121706;486793;489.835.733.834.432;523.680.090.908.671
Zwanenburgwal;260;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;82;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121704;486787;489.832.856.813.665;523.679.550.457.906
Zwanenburgwal;262;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;86;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121702;486788;489.829.910.468.289;523.679.639.118.439
Zwanenburgwal;264;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;87;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121703;486787;489.831.388.593.239;523.679.549.851.655
Zwanenburgwal;266;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;91;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121702;486789;489.829.900.563.756;523.679.728.991.491
Zwanenburgwal;272;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;120;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121699;486783;489.825.555.333.218;523.679.187.934.259
Zwanenburgwal;274;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;206;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121701;486782;489.828.501.676.461;523.679.099.273.833
Zwanenburgwal;278;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;89;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121696;486779;489.821.190.300.726;523.678.826.622.969
Zwanenburgwal;280;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;100;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121698;486779;489.824.126.736.758;523.678.827.835.705
Zwanenburgwal;282;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;88;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121697;486778;489.822.668.424.714;523.678.737.356.293
Zwanenburgwal;284;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;83;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121697;486778;489.822.668.424.714;523.678.737.356.293
Zwanenburgwal;286;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;86;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121694;486772;489.818.323.212.684;523.678.196.298.786
Zwanenburgwal;288;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;74;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121694;486772;489.818.323.212.684;523.678.196.298.786
Zwanenburgwal;290;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;87;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121694;486772;489.818.323.212.684;523.678.196.298.786
Zwanenburgwal;294;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;93;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121690;486767;489.812.499.889.119;523.677.744.507.686
Zwanenburgwal;296;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;94;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121690;486767;489.812.499.889.119;523.677.744.507.686
Zwanenburgwal;300;;;1011JH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;Ligplaats;0;Plaats aangewezen;3,6302E+14;LIG;f;;;;121.705.962.875.304;486.760.425.745.588;489.836.001.919.728;523.677.163.338.402
Staalstraat;1;;;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;99;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121606;486832;489.688.524.240.223;523.683.535.245.282
Staalstraat;3;A;;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;74;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121612;486830;489.697.353.503.502;523.683.359.147.094
Staalstraat;3;B;;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121612;486831;489.697.343.571.998;523.683.449.020.125
Staalstraat;3;C;;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;80;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121613;486833;489.698.791.942.667;523.683.629.374.103
Staalstraat;5;;1;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121617;486832;489.704.674.807.505;523.683.541.932.551
Staalstraat;5;;H;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;66;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121617;486832;489.704.674.807.505;523.683.541.932.551
Staalstraat;7;A;;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;895;Verblijfsobject in gebruik;3,6301E+14;VBO;t;3,631E+14;Pand in gebruik;1005;121640;486829;489.738.473.946.789;523.683.286.288.794
Staalstraat;7;B;;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;895;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121640;486829;489.738.473.946.789;523.683.286.288.794
Staalstraat;7;;;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;98;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121620;486831;489.709.089.436.899;523.683.453.882.937
Staalstraat;9;;1;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;69;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121647;486829;489.748.751.575.302;523.683.290.540.247
Staalstraat;9;;H;1011JJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;95;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121647;486829;489.748.751.575.302;523.683.290.540.247
Staalstraat;11;;2;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;34;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121681;486824;489.798.721.043.231;523.682.861.812.247
Staalstraat;11;;3;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;74;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121681;486824;489.798.721.043.231;523.682.861.812.247
Staalstraat;11;;H;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;69;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121681;486824;489.798.721.043.231;523.682.861.812.247
Staalstraat;13;A;;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;69;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121693;486822;489.816.359.634.271;523.682.689.344.843
Staalstraat;13;;1;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;36;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121689;486823;489.810.476.802.586;523.682.776.791.952
Staalstraat;13;;2;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;36;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121689;486823;489.810.476.802.586;523.682.776.791.952
Staalstraat;13;;3;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;36;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121689;486823;489.810.476.802.586;523.682.776.791.952
Staalstraat;17;;;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;75;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121709;486820;489.839.871.132.718;523.682.519.299.577
Staalstraat;19;;;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;146;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1959;121714;486819;48.984.722.218.523;52.368.243.245.708
Staalstraat;21;;;1011JK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;47;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1959;121719;486818;489.854.573.234.879;523.682.345.614.125
Staalstraat;2;A;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;72;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121593;486819;489.669.566.389.623;523.682.358.989.925
Staalstraat;2;B;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;23;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121593;486819;489.669.566.389.623;523.682.358.989.925
Staalstraat;4;;1;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121598;486818;489.676.917.472.474;523.682.272.158.009
Staalstraat;4;;2;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121598;486818;489.676.917.472.474;523.682.272.158.009
Staalstraat;4;;3;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121598;486818;489.676.917.472.474;523.682.272.158.009
Staalstraat;4;;H;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;102;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121598;486818;489.676.917.472.474;523.682.272.158.009
Staalstraat;4;;IN;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;40;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121598;486818;489.676.917.472.474;523.682.272.158.009
Staalstraat;6;;1;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;76;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121603;486818;489.684.258.618.339;523.682.275.198.667
Staalstraat;6;;H;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, winkelfunctie;79;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121603;486818;489.684.258.618.339;523.682.275.198.667
Staalstraat;8;A;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;83;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121608;486817;489.691.609.696.954;523.682.188.365.837
Staalstraat;8;B;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121608;486817;489.691.609.696.954;523.682.188.365.837
Staalstraat;8;C;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;72;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121608;486817;489.691.609.696.954;523.682.188.365.837
Staalstraat;8;D;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;72;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121607;486816;489.690.151.400.972;5.236.820.978.848
Staalstraat;10;A;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;93;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121613;486814;489.698.980.634.974;523.681.921.786.483
Staalstraat;10;B;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;98;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121613;486815;489.698.970.703.841;523.682.011.659.516
Staalstraat;10;C;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;68;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121613;486815;489.698.970.703.841;523.682.011.659.516
Staalstraat;10;D;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;68;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121613;486814;489.698.980.634.974;523.681.921.786.483
Staalstraat;10;E;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;72;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121613;486814;489.698.980.634.974;523.681.921.786.483
Staalstraat;10;F;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;68;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121613;486814;489.698.980.634.974;523.681.921.786.483
Staalstraat;10;G;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;68;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121613;486814;489.698.980.634.974;523.681.921.786.483
Staalstraat;12;;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;147;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1964;121619;486817;489.707.760.215.247;523.682.195.052.679
Staalstraat;14;;1;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;39;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121625;486816;489.716.579.516.669;523.682.108.826.084
Staalstraat;14;;2;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121625;486816;489.716.579.516.669;523.682.108.826.084
Staalstraat;14;;3;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121625;486816;489.716.579.516.669;523.682.108.826.084
Staalstraat;14;;H;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, winkelfunctie;48;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121625;486816;489.716.579.516.669;523.682.108.826.084
Staalstraat;16;;1;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;68;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121631;486815;489.725.398.814.682;523.682.022.598.829
Staalstraat;16;;H;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;91;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121631;486815;489.725.398.814.682;523.682.022.598.829
Staalstraat;18;;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, winkelfunctie;145;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1967;121.636.667;486.815.595;489.733.713.360.386;523.682.079.516.126
Staalstraat;18;;;1011JL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;30;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1967;121.636.667;486.815.595;489.733.713.360.386;523.682.079.516.126
Staalstraat;20;;;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;54;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1967;121.641.429;486815;489.740.710.969.144;523.682.028.934.247
Staalstraat;22;;1;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;40;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121683;486809;489.801.806.160.629;523.681.514.929.869
Staalstraat;22;;2;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;40;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121683;486809;489.801.806.160.629;523.681.514.929.869
Staalstraat;22;;H;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121683;486809;489.801.806.160.629;523.681.514.929.869
Staalstraat;26;;1;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;47;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121690;486807;489.812.103.565.268;523.681.339.429.722
Staalstraat;26;;2;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;112;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121689;486808;489.810.625.430.468;523.681.428.696.261
Staalstraat;26;;H;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;71;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121690;486807;489.812.103.565.268;523.681.339.429.722
Staalstraat;28;;1;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121695;486808;489.819.434.790.194;523.681.432.335.042
Staalstraat;28;;2;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121695;486808;489.819.434.790.194;523.681.432.335.042
Staalstraat;28;;H;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121695;486808;489.819.434.790.194;523.681.432.335.042
Staalstraat;30;;;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;190;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121700;486804;489.826.815.544.262;523.681.075.874.662
Staalstraat;32;;;1011JM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;150;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121708;486807;489.838.531.639.674;52.368.135.034.377
Staalkade;1;;;1011JN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;Ligplaats;0;Plaats aangewezen;3,6302E+14;LIG;f;;;;121.651.195.160.196;486.753.289.310.525;489.755.662.070.898;523.676.488.737.619
Staalkade;2;;1;1011JN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;60;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121655;486769;489.761.092.550.629;523.677.903.015.353
