openbareruimte;huisnummer;huisletter;huisnummertoevoeging;postcode;woonplaats;gemeente;provincie;nummeraanduiding;verblijfsobjectgebruiksdoel;oppervlakteverblijfsobject;verblijfsobjectstatus;object_id;object_type;nevenadres;pandid;pandstatus;pandbouwjaar;x;y;lon;lat
Geldersekade;37;;2;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;100;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121984;487609;490.235.884.612.333;523.753.595.122.014
Geldersekade;37;;3;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;40;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121984;487609;490.235.884.612.333;523.753.595.122.014
Geldersekade;37;;H;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;191;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121984;487609;490.235.884.612.333;523.753.595.122.014
Geldersekade;39;;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;134;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121981;487605;490.231.518.514.485;523.753.233.826.271
Geldersekade;41;A;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;60;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121981;487600;490.231.567.640.754;523.752.784.461.459
Geldersekade;41;B;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121981;487600;490.231.567.640.754;523.752.784.461.459
Geldersekade;41;C;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;54;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121981;487600;490.231.567.640.754;523.752.784.461.459
Geldersekade;41;D;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;47;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121981;487601;490.231.557.815.509;523.752.874.334.421
Geldersekade;43;A;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121979;487593;490.228.699.494.255;523.752.154.148.032
Geldersekade;93;;3;1011EL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;51;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1928;121939;487467;49.017.120.055.157;52.374.080.608.512
Geldersekade;93;;H;1011EL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;229;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1928;121939;487467;49.017.120.055.157;52.374.080.608.512
Geldersekade;95;;2;1011EM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;116;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121935;487453;490.165.464.592.267;523.739.545.454.996
Geldersekade;95;;H;1011EM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;129;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121936;487455;490.166.913.336.006;523.739.725.803.087
Geldersekade;117;;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;321;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121.904.666;487.349.231;490.121.943.370.517;523.730.201.151.676
Geldersekade;119;A;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;70;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1615;121904;487341;49.012.104.647.425;523.729.461.005.687
Geldersekade;119;B;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;64;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1615;121904;487340;490.121.056.321.218;523.729.371.132.694
Geldersekade;119;C;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;83;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1615;121904;487341;49.012.104.647.425;523.729.461.005.687
Geldersekade;121;A;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;gezondheidszorgfunctie;83;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121902;487333;490.118.188.482.248;523.728.740.816.327
Geldersekade;121;B;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;89;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121902;487332;490.118.198.329.775;523.728.650.943.332
Geldersekade;121;C;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;62;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121902;487335;490.118.168.787.181;523.728.920.562.315
Geldersekade;123;;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121898;487329;490.112.354.341.906;523.728.378.913.318
Geldersekade;125;;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;76;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121902;487329;490.118.227.872.328;523.728.381.324.348
Geldersekade;127;;;1011EN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;overige gebruiksfunctie;70;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121901;487326;49.011.678.903.312;523.728.111.102.632
Waalsteeg;1;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;191;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1948;121960;487483;490.201.880.158.793;523.742.256.692.233
Waalsteeg;2;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;99;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121961;487475;490.203.427.232.628;523.741.538.310.076
Waalsteeg;4;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;88;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121966;487473;490.210.789.022.621;523.741.361.572.233
Waalsteeg;5;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;33;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1948;121964;487481;490.207.773.533.198;523.742.079.352.884
Waalsteeg;6;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121971;487471;490.218.150.806.757;523.741.184.833.931
Waalsteeg;7;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;79;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121968;487479;490.213.666.902.897;52.374.190.201.324
Waalsteeg;8;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;125;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121.979.228;487.467.203;490.230.270.315.552;523.740.848.534.626
Waalsteeg;9;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;68;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121972;487477;490.219.560.267.889;523.741.724.673.302
Waalsteeg;12;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;overige gebruiksfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121989;487462;49.024.467.086.118;523.740.386.800.865
Waalsteeg;13;;1;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;80;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121980;487474;490.231.337.158.791;523.741.459.865.524
Waalsteeg;13;;H;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;152;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121980;487474;490.231.337.158.791;523.741.459.865.524
Waalsteeg;15;;;1011ER;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121.983.907;487.471.949;4.902.370.944.483;523.741.277.885.264
Koningsstraat;1;;1;1011ES;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121905;487324;490.122.682.253.225;52.372.793.376.745
Koningsstraat;33;B;;1011ET;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;67;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1729;121964;487269;490.209.857.338.607;523.723.026.277.461
Koningsstraat;35;;1;1011ET;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;95;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1729;121966;487267;490.212.813.725.075;523.722.847.734.559
Koningsstraat;35;;H;1011ET;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;65;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1729;121966;487267;490.212.813.725.075;523.722.847.734.559
Koningsstraat;37;;1;1011ET;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;89;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1729;121969;487264;490.217.248.300.312;523.722.579.920.065
Koningsstraat;37;;H;1011ET;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;46;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1729;121969;487264;490.217.248.300.312;523.722.579.920.065
Koningsstraat;50;A;;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;80;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121963;487250;490.208.575.725.309;523.721.318.088.562
Koningsstraat;50;B;;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;80;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121963;487250;490.208.575.725.309;523.721.318.088.562
Koningsstraat;52;;1;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;21;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121967;487247;490.214.478.646.281;523.721.050.875.751
Koningsstraat;52;;2;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;21;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121967;487247;490.214.478.646.281;523.721.050.875.751
Koningsstraat;52;;H;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;44;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121967;487247;490.214.478.646.281;523.721.050.875.751
Koningsstraat;54;;1;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;67;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121972;487243;490.221.859.744.069;523.720.694.391.064
Koningsstraat;54;;2;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;68;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121972;487243;490.221.859.744.069;523.720.694.391.064
Koningsstraat;54;;3;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;55;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121972;487243;490.221.859.744.069;523.720.694.391.064
Koningsstraat;54;;H;1011EW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;116;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121972;487243;490.221.859.744.069;523.720.694.391.064
Korte Koningsdwarsstraat;1;;;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;24;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122076;487209;490.374.901.971.333;523.717.701.158.204
Korte Koningsdwarsstraat;3;;1;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;74;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122073;487207;490.370.516.520.389;52.371.751.961.344
Korte Koningsdwarsstraat;3;;2;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122073;487207;490.370.516.520.389;52.371.751.961.344
Korte Koningsdwarsstraat;5;;;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;152;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122068;487204;490.363.204.177.623;523.717.246.996.151
Korte Koningsdwarsstraat;7;;;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;137;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122063;487200;490.355.901.642.868;523.716.884.505.368
Korte Koningsdwarsstraat;9;;1;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;40;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122058;487196;490.348.599.120.057;523.716.522.014.134
Korte Koningsdwarsstraat;9;;2;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;40;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122058;487196;490.348.599.120.057;523.716.522.014.134
Korte Koningsdwarsstraat;9;;3;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;30;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122058;487196;490.348.599.120.057;523.716.522.014.134
Korte Koningsdwarsstraat;9;;H;1011GB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;39;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122058;487196;490.348.599.120.057;523.716.522.014.134
Korte Koningsdwarsstraat;4;A;;1011GC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122061;487211;490.352.857.157.028;523.717.871.909.241
Korte Koningsdwarsstraat;4;B;;1011GC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122061;487211;490.352.857.157.028;523.717.871.909.241
Korte Koningsdwarsstraat;4;C;;1011GC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122060;487211;490.351.388.808.802;523.717.871.309.426
Korte Koningsdwarsstraat;8;A;;1011GC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;84;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122053;487204;490.341.178.985.483;523.717.237.998.934
Korte Koningsdwarsstraat;8;B;;1011GC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;85;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122053;487204;490.341.178.985.483;523.717.237.998.934
Korte Koningsdwarsstraat;10;;1;1011GC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;37;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1940;122049;487201;490.335.335.010.646;523.716.965.979.867
Korte Koningsdwarsstraat;10;;2;1011GC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;37;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1940;122049;487201;490.335.335.010.646;523.716.965.979.867
Keizersstraat;13;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;100;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;14;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;49;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121914;487224;490.136.882.052.394;523.718.951.890.095
Keizersstraat;15;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;16;A;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;62;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121914;487223;49.013.689.189.585;523.718.862.017.081
Keizersstraat;16;B;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;48;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121914;487223;49.013.689.189.585;523.718.862.017.081
Keizersstraat;17;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;87;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;18;A;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;62;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121916;487226;490.139.799.069.516;52.371.913.284.106
Keizersstraat;18;B;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121916;487226;490.139.799.069.516;52.371.913.284.106
Keizersstraat;19;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;89;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;20;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121932;487214;490.163.410.759.541;523.718.064.001.713
Keizersstraat;21;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;97;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;22;A;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;62;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121944;487202;490.181.148.955.717;523.716.992.750.021
Keizersstraat;22;B;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121945;487200;490.182.636.968.989;523.716.813.605.901
Keizersstraat;23;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;96;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;24;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;80;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121947;487201;490.185.563.824.315;523.716.904.682.723
Keizersstraat;25;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;96;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;26;;1;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;35;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;121949;487198;490.188.530.012.576;523.716.636.267.378
Keizersstraat;26;;2;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;36;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;121949;487198;490.188.530.012.576;523.716.636.267.378
Keizersstraat;26;;3;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;37;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;121949;487198;490.188.530.012.576;523.716.636.267.378
Keizersstraat;26;;H;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;121949;487198;490.188.530.012.576;523.716.636.267.378
Keizersstraat;27;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;88;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121932;487229;490.163.263.188.193;523.719.412.096.977
Keizersstraat;29;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;80;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1997;121942;487220;490.178.035.234.511;523.718.609.260.488
Keizersstraat;30;A;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;89;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1996;121951;487191;490.191.535.526.464;523.716.008.359.855
Keizersstraat;30;B;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;115;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1996;121952;487189;490.193.023.532.227;523.715.829.215.601
Keizersstraat;30;C;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;115;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1996;121949;487190;490.188.608.675.816;52.371.591.728.318
Keizersstraat;30;D;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;115;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1996;121950;487187;490.190.106.515.031;523.715.648.265.936
Keizersstraat;32;;;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;88;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121958;487190;490.201.823.749.198;52.371.592.269.903
Keizersstraat;34;;1;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121961;487188;490.206.248.432.364;523.715.744.757.931
Keizersstraat;34;;H;1011GD;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;27;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121961;487188;490.206.248.432.364;523.715.744.757.931
Korte Keizersdwarsstraat;8;;;1011GJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;99;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1983;122023;487181;490.297.354.254.475;523.715.152.912.362
Korte Keizersdwarsstraat;9;;1;1011GJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122023;487169;490.297.471.984.047;523.714.074.435.887
Korte Keizersdwarsstraat;9;;2;1011GJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122023;487169;490.297.471.984.047;523.714.074.435.887
Korte Keizersdwarsstraat;9;;H;1011GJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;85;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122023;487169;490.297.471.984.047;523.714.074.435.887
Korte Keizersdwarsstraat;10;;;1011GJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;99;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1983;122019;487177;490.291.520.146.029;523.714.791.018.088
Korte Keizersdwarsstraat;11;;1;1011GJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;70;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122018;487166;490.290.159.743.076;523.713.801.814.079
Korte Keizersdwarsstraat;11;;H;1011GJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;54;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122018;487166;490.290.159.743.076;523.713.801.814.079
